life_id,title,category,category_name,applies_to,applies_to_note,life_stage,stage_note,requires,requires_note,triggers,trigger_count,culture,tier,scope_note,era_start,era_end,joy_1_5,frequency_1_5,cost_money_usd_low,cost_money_usd_high,time_days_low,time_days_high,restores_energy_1_5,evidence,confidence,summary,detail_file,detail_count
WRK-016,A boss who defended you,WRK,"Work, craft, vocation and the job done well",most,"Available to most people, given ordinary circumstances",adult,35-54,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work,3,*,primary,,2000,2026,5,3,0,20000,0,0,4,estimate,low,Work as a good rather than a cost. Csikszentmihalyi's least convenient finding was that flow occurs more often at work than in free time - people are absorbed on the job and passive off it.,details/WRK-016.csv,5
WRK-017,Starting something of your own,WRK,"Work, craft, vocation and the job done well",most,"Available to most people, given ordinary circumstances",adult,35-54,money_large,Needs substantial money,money;banking;platform,3,*,primary,,2000,2026,5,3,0,20000,0,0,4,estimate,low,Work as a good rather than a cost. Csikszentmihalyi's least convenient finding was that flow occurs more often at work than in free time - people are absorbed on the job and passive off it.,details/WRK-017.csv,5
WRK-018,The first customer of a business you own,WRK,"Work, craft, vocation and the job done well",most,"Available to most people, given ordinary circumstances",adult,35-54,money_large,Needs substantial money,money;banking;platform,3,*,primary,,2000,2026,5,3,0,20000,0,0,4,estimate,low,Work as a good rather than a cost. Csikszentmihalyi's least convenient finding was that flow occurs more often at work than in free time - people are absorbed on the job and passive off it.,details/WRK-018.csv,5
WRK-019,Being able to stop thinking about work at six,WRK,"Work, craft, vocation and the job done well",most,"Available to most people, given ordinary circumstances",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work,3,*,primary,,2000,2026,5,3,0,20000,0,0,4,estimate,low,Work as a good rather than a cost. Csikszentmihalyi's least convenient finding was that flow occurs more often at work than in free time - people are absorbed on the job and passive off it.,details/WRK-019.csv,5
WRK-020,"Doing a job your parent did, better",WRK,"Work, craft, vocation and the job done well",most,"Available to most people, given ordinary circumstances",adult,35-54,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,5,3,0,20000,0,0,4,estimate,low,Work as a good rather than a cost. Csikszentmihalyi's least convenient finding was that flow occurs more often at work than in free time - people are absorbed on the job and passive off it.,details/WRK-020.csv,5
WRK-021,Work that helped somebody specific,WRK,"Work, craft, vocation and the job done well",most,"Available to most people, given ordinary circumstances",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,5,3,0,20000,0,0,4,estimate,low,Work as a good rather than a cost. Csikszentmihalyi's least convenient finding was that flow occurs more often at work than in free time - people are absorbed on the job and passive off it.,details/WRK-021.csv,5
WRK-022,A craft where the hands know it,WRK,"Work, craft, vocation and the job done well",most,"Available to most people, given ordinary circumstances",midlife,45-64,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,5,3,0,20000,0,0,4,estimate,low,Work as a good rather than a cost. Csikszentmihalyi's least convenient finding was that flow occurs more often at work than in free time - people are absorbed on the job and passive off it.,details/WRK-022.csv,5
WRK-023,Being told your work outlasted you somewhere,WRK,"Work, craft, vocation and the job done well",most,"Available to most people, given ordinary circumstances",later_life,65+,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,5,3,0,20000,0,0,4,estimate,low,Work as a good rather than a cost. Csikszentmihalyi's least convenient finding was that flow occurs more often at work than in free time - people are absorbed on the job and passive off it.,details/WRK-023.csv,5
WRK-024,Taking a day off with nothing wrong,WRK,"Work, craft, vocation and the job done well",most,"Available to most people, given ordinary circumstances",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work,3,*,primary,,2000,2026,5,3,0,20000,0,0,4,estimate,low,Work as a good rather than a cost. Csikszentmihalyi's least convenient finding was that flow occurs more often at work than in free time - people are absorbed on the job and passive off it.,details/WRK-024.csv,5
MON-001,The first month you were not worried,MON,"Money that arrived, security, owning the thing",resourced,"Needs money, documents or mobility that not everyone has",adult,35-54,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;banking;money;platform,6,*,primary,,2000,2026,5,2,0,0,0,0,4,estimate,low,Money as relief rather than accumulation. The research is consistent that material prosperity predicts life evaluation while psychosocial prosperity predicts positive feeling - money buys the removal of a specific fear rather than joy directly.,details/MON-001.csv,5
MON-002,Paying off the thing,MON,"Money that arrived, security, owning the thing",resourced,"Needs money, documents or mobility that not everyone has",adult,35-54,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;banking;money;platform,6,*,primary,,2000,2026,5,2,0,0,0,0,4,estimate,low,Money as relief rather than accumulation. The research is consistent that material prosperity predicts life evaluation while psychosocial prosperity predicts positive feeling - money buys the removal of a specific fear rather than joy directly.,details/MON-002.csv,5
MON-003,Being able to say yes to a small expense without checking,MON,"Money that arrived, security, owning the thing",resourced,"Needs money, documents or mobility that not everyone has",adult,35-54,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;banking;money;platform,6,*,primary,,2000,2026,5,2,0,0,0,0,4,estimate,low,Money as relief rather than accumulation. The research is consistent that material prosperity predicts life evaluation while psychosocial prosperity predicts positive feeling - money buys the removal of a specific fear rather than joy directly.,details/MON-003.csv,5
MON-004,Sending money home and it arriving,MON,"Money that arrived, security, owning the thing",resourced,"Needs money, documents or mobility that not everyone has",adult,35-54,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;banking;money;platform,6,*,primary,,2000,2026,5,2,0,0,0,0,4,estimate,low,Money as relief rather than accumulation. The research is consistent that material prosperity predicts life evaluation while psychosocial prosperity predicts positive feeling - money buys the removal of a specific fear rather than joy directly.,details/MON-004.csv,5
MON-005,A savings figure that survived a year,MON,"Money that arrived, security, owning the thing",resourced,"Needs money, documents or mobility that not everyone has",adult,35-54,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;banking;money;platform,6,*,primary,,2000,2026,5,2,0,0,0,0,4,estimate,low,Money as relief rather than accumulation. The research is consistent that material prosperity predicts life evaluation while psychosocial prosperity predicts positive feeling - money buys the removal of a specific fear rather than joy directly.,details/MON-005.csv,5
MON-006,Buying something for somebody without discussing it,MON,"Money that arrived, security, owning the thing",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,money_small,Needs a small amount of money,money,1,*,primary,,2000,2026,5,2,0,0,0,0,4,estimate,low,Money as relief rather than accumulation. The research is consistent that material prosperity predicts life evaluation while psychosocial prosperity predicts positive feeling - money buys the removal of a specific fear rather than joy directly.,details/MON-006.csv,5
MON-007,A refund that actually came,MON,"Money that arrived, security, owning the thing",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;banking;money;platform,6,*,primary,,2000,2026,4,2,0,0,0,0,4,estimate,low,Money as relief rather than accumulation. The research is consistent that material prosperity predicts life evaluation while psychosocial prosperity predicts positive feeling - money buys the removal of a specific fear rather than joy directly.,details/MON-007.csv,5
MON-008,Being able to fix the thing rather than endure it,MON,"Money that arrived, security, owning the thing",resourced,"Needs money, documents or mobility that not everyone has",adult,35-54,money_small,Needs a small amount of money,money,1,*,primary,,2000,2026,5,2,0,0,0,0,4,estimate,low,Money as relief rather than accumulation. The research is consistent that material prosperity predicts life evaluation while psychosocial prosperity predicts positive feeling - money buys the removal of a specific fear rather than joy directly.,details/MON-008.csv,5
MON-009,Money arriving on the day it was promised,MON,"Money that arrived, security, owning the thing",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;banking;money;platform,6,*,primary,,2000,2026,5,2,0,0,0,0,4,estimate,low,Money as relief rather than accumulation. The research is consistent that material prosperity predicts life evaluation while psychosocial prosperity predicts positive feeling - money buys the removal of a specific fear rather than joy directly.,details/MON-009.csv,5
MON-010,Not having to borrow for an emergency,MON,"Money that arrived, security, owning the thing",resourced,"Needs money, documents or mobility that not everyone has",adult,35-54,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;banking;money;platform,6,*,primary,,2000,2026,5,2,0,0,0,0,4,estimate,low,Money as relief rather than accumulation. The research is consistent that material prosperity predicts life evaluation while psychosocial prosperity predicts positive feeling - money buys the removal of a specific fear rather than joy directly.,details/MON-010.csv,5
MON-011,A pension that exists,MON,"Money that arrived, security, owning the thing",resourced,"Needs money, documents or mobility that not everyone has",later_life,65+,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;money,4,*,primary,,2000,2026,5,2,0,0,0,0,4,estimate,low,Money as relief rather than accumulation. The research is consistent that material prosperity predicts life evaluation while psychosocial prosperity predicts positive feeling - money buys the removal of a specific fear rather than joy directly.,details/MON-011.csv,5
MON-012,Owning a tool rather than renting it,MON,"Money that arrived, security, owning the thing",resourced,"Needs money, documents or mobility that not everyone has",adult,35-54,money_small,Needs a small amount of money,money,1,*,primary,,2000,2026,4,2,0,0,0,0,4,estimate,low,Money as relief rather than accumulation. The research is consistent that material prosperity predicts life evaluation while psychosocial prosperity predicts positive feeling - money buys the removal of a specific fear rather than joy directly.,details/MON-012.csv,5
MON-013,Paying somebody properly for their work,MON,"Money that arrived, security, owning the thing",resourced,"Needs money, documents or mobility that not everyone has",adult,35-54,money_small,Needs a small amount of money,money,1,*,primary,,2000,2026,5,2,0,0,0,0,4,estimate,low,Money as relief rather than accumulation. The research is consistent that material prosperity predicts life evaluation while psychosocial prosperity predicts positive feeling - money buys the removal of a specific fear rather than joy directly.,details/MON-013.csv,5
MON-014,Being the person who can help,MON,"Money that arrived, security, owning the thing",resourced,"Needs money, documents or mobility that not everyone has",adult,35-54,money_small,Needs a small amount of money,money,1,*,primary,,2000,2026,5,2,0,0,0,0,4,estimate,low,Money as relief rather than accumulation. The research is consistent that material prosperity predicts life evaluation while psychosocial prosperity predicts positive feeling - money buys the removal of a specific fear rather than joy directly.,details/MON-014.csv,5
MON-015,A windfall that was not spent immediately,MON,"Money that arrived, security, owning the thing",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;banking;money;platform,6,*,primary,,2000,2026,4,2,0,0,0,0,4,estimate,low,Money as relief rather than accumulation. The research is consistent that material prosperity predicts life evaluation while psychosocial prosperity predicts positive feeling - money buys the removal of a specific fear rather than joy directly.,details/MON-015.csv,5
HOM-001,A door that locks and is yours,HOM,"Home: a room, a door that locks, a place of your own",resourced,"Needs money, documents or mobility that not everyone has",young_adult,20-34,documents,"Needs paperwork, an ID, a certificate or a permit",documents;registry;discretion;land,4,*,primary,,2000,2026,5,2,0,200000,0,0,5,estimate,low,"Somewhere to be, that is yours, that you can close. One of the few goods in this dataset that is simultaneously a physical object, a legal status and an emotional state.",details/HOM-001.csv,5
HOM-002,The first night in a place you chose,HOM,"Home: a room, a door that locks, a place of your own",resourced,"Needs money, documents or mobility that not everyone has",young_adult,20-34,money_large,Needs substantial money,money;banking;land,3,*,primary,,2000,2026,5,2,0,200000,0,0,5,estimate,low,"Somewhere to be, that is yours, that you can close. One of the few goods in this dataset that is simultaneously a physical object, a legal status and an emotional state.",details/HOM-002.csv,5
HOM-003,A room arranged exactly how you want it,HOM,"Home: a room, a door that locks, a place of your own",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,5,2,0,200000,0,0,5,estimate,low,"Somewhere to be, that is yours, that you can close. One of the few goods in this dataset that is simultaneously a physical object, a legal status and an emotional state.",details/HOM-003.csv,5
HOM-004,Light coming in at a particular hour,HOM,"Home: a room, a door that locks, a place of your own",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,5,2,0,200000,0,0,5,estimate,low,"Somewhere to be, that is yours, that you can close. One of the few goods in this dataset that is simultaneously a physical object, a legal status and an emotional state.",details/HOM-004.csv,5
HOM-005,A kitchen big enough for two people to cook in,HOM,"Home: a room, a door that locks, a place of your own",resourced,"Needs money, documents or mobility that not everyone has",adult,35-54,money_large,Needs substantial money,money;banking;land,3,*,primary,,2000,2026,5,2,0,200000,0,0,5,estimate,low,"Somewhere to be, that is yours, that you can close. One of the few goods in this dataset that is simultaneously a physical object, a legal status and an emotional state.",details/HOM-005.csv,5
HOM-006,Neighbours who are pleasant and not intrusive,HOM,"Home: a room, a door that locks, a place of your own",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,5,2,0,200000,0,0,5,estimate,low,"Somewhere to be, that is yours, that you can close. One of the few goods in this dataset that is simultaneously a physical object, a legal status and an emotional state.",details/HOM-006.csv,5
HOM-007,Fixing something in your own home yourself,HOM,"Home: a room, a door that locks, a place of your own",resourced,"Needs money, documents or mobility that not everyone has",adult,35-54,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,5,2,0,200000,0,0,5,estimate,low,"Somewhere to be, that is yours, that you can close. One of the few goods in this dataset that is simultaneously a physical object, a legal status and an emotional state.",details/HOM-007.csv,5
HOM-008,Planting something you will still be there to see grow,HOM,"Home: a room, a door that locks, a place of your own",resourced,"Needs money, documents or mobility that not everyone has",adult,35-54,place,"Needs a specific place - a coast, a grove, a hall",land;weather,2,*,primary,,2000,2026,5,2,0,200000,0,0,5,estimate,low,"Somewhere to be, that is yours, that you can close. One of the few goods in this dataset that is simultaneously a physical object, a legal status and an emotional state.",details/HOM-008.csv,5
HOM-009,A chair that is specifically yours,HOM,"Home: a room, a door that locks, a place of your own",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,2,0,200000,0,0,5,estimate,low,"Somewhere to be, that is yours, that you can close. One of the few goods in this dataset that is simultaneously a physical object, a legal status and an emotional state.",details/HOM-009.csv,5
HOM-010,Hot water that is reliable,HOM,"Home: a room, a door that locks, a place of your own",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,power,"Needs electricity, connectivity or equipment",power;platform,2,*,primary,,2000,2026,5,2,0,200000,0,0,5,estimate,low,"Somewhere to be, that is yours, that you can close. One of the few goods in this dataset that is simultaneously a physical object, a legal status and an emotional state.",details/HOM-010.csv,5
HOM-011,A home that people drop in to,HOM,"Home: a room, a door that locks, a place of your own",resourced,"Needs money, documents or mobility that not everyone has",adult,35-54,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,5,2,0,200000,0,0,5,estimate,low,"Somewhere to be, that is yours, that you can close. One of the few goods in this dataset that is simultaneously a physical object, a legal status and an emotional state.",details/HOM-011.csv,5
HOM-012,Getting the keys,HOM,"Home: a room, a door that locks, a place of your own",resourced,"Needs money, documents or mobility that not everyone has",adult,35-54,documents,"Needs paperwork, an ID, a certificate or a permit",documents;registry;discretion;land,4,*,primary,,2000,2026,5,2,0,200000,0,0,5,estimate,low,"Somewhere to be, that is yours, that you can close. One of the few goods in this dataset that is simultaneously a physical object, a legal status and an emotional state.",details/HOM-012.csv,5
HOM-013,Painting a wall a colour somebody would object to,HOM,"Home: a room, a door that locks, a place of your own",resourced,"Needs money, documents or mobility that not everyone has",adult,35-54,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,2,0,200000,0,0,5,estimate,low,"Somewhere to be, that is yours, that you can close. One of the few goods in this dataset that is simultaneously a physical object, a legal status and an emotional state.",details/HOM-013.csv,5
HOM-014,A place where the noise is yours,HOM,"Home: a room, a door that locks, a place of your own",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,5,2,0,200000,0,0,5,estimate,low,"Somewhere to be, that is yours, that you can close. One of the few goods in this dataset that is simultaneously a physical object, a legal status and an emotional state.",details/HOM-014.csv,5
HOM-015,Living alone and liking it,HOM,"Home: a room, a door that locks, a place of your own",resourced,"Needs money, documents or mobility that not everyone has",young_adult,20-34,money_large,Needs substantial money,money;banking;land,3,*,primary,,2000,2026,5,2,0,200000,0,0,5,estimate,low,"Somewhere to be, that is yours, that you can close. One of the few goods in this dataset that is simultaneously a physical object, a legal status and an emotional state.",details/HOM-015.csv,5
HOM-016,Living with people and it working,HOM,"Home: a room, a door that locks, a place of your own",resourced,"Needs money, documents or mobility that not everyone has",young_adult,20-34,others,Needs at least one other person,family,1,*,primary,,2000,2026,5,2,0,200000,0,0,5,estimate,low,"Somewhere to be, that is yours, that you can close. One of the few goods in this dataset that is simultaneously a physical object, a legal status and an emotional state.",details/HOM-016.csv,5
HOM-017,The house where the family gathers,HOM,"Home: a room, a door that locks, a place of your own",resourced,"Needs money, documents or mobility that not everyone has",midlife,45-64,money_large,Needs substantial money,money;banking;land,3,*,primary,,2000,2026,5,2,0,200000,0,0,5,estimate,low,"Somewhere to be, that is yours, that you can close. One of the few goods in this dataset that is simultaneously a physical object, a legal status and an emotional state.",details/HOM-017.csv,5
HOM-018,A view you did not pay extra for,HOM,"Home: a room, a door that locks, a place of your own",resourced,"Needs money, documents or mobility that not everyone has",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,5,2,0,200000,0,0,5,estimate,low,"Somewhere to be, that is yours, that you can close. One of the few goods in this dataset that is simultaneously a physical object, a legal status and an emotional state.",details/HOM-018.csv,5
LOV-001,Being looked at across a room,LOV,"Love, courtship, partnership, being known",most,"Available to most people, given ordinary circumstances",young_adult,20-34,others,Needs at least one other person,family,1,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Being chosen, and choosing, and the long unspectacular middle of it.",details/LOV-001.csv,5
LOV-002,The first conversation that went on too long,LOV,"Love, courtship, partnership, being known",most,"Available to most people, given ordinary circumstances",young_adult,20-34,others,Needs at least one other person,family,1,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Being chosen, and choosing, and the long unspectacular middle of it.",details/LOV-002.csv,5
LOV-003,Someone learning how you take your tea,LOV,"Love, courtship, partnership, being known",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,,0,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Being chosen, and choosing, and the long unspectacular middle of it.",details/LOV-003.csv,5
LOV-004,Being introduced to the family,LOV,"Love, courtship, partnership, being known",most,"Available to most people, given ordinary circumstances",young_adult,20-34,others,Needs at least one other person,family,1,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Being chosen, and choosing, and the long unspectacular middle of it.",details/LOV-004.csv,5
LOV-005,"The wedding, whatever form it took",LOV,"Love, courtship, partnership, being known",most,"Available to most people, given ordinary circumstances",young_adult,20-34,documents,"Needs paperwork, an ID, a certificate or a permit",documents;registry;discretion;money;family,5,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Being chosen, and choosing, and the long unspectacular middle of it.",details/LOV-005.csv,5
LOV-006,A marriage that got easier after year five,LOV,"Love, courtship, partnership, being known",most,"Available to most people, given ordinary circumstances",adult,35-54,others,Needs at least one other person,family,1,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Being chosen, and choosing, and the long unspectacular middle of it.",details/LOV-006.csv,5
LOV-007,Being forgiven for something real,LOV,"Love, courtship, partnership, being known",most,"Available to most people, given ordinary circumstances",adult,35-54,others,Needs at least one other person,,0,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Being chosen, and choosing, and the long unspectacular middle of it.",details/LOV-007.csv,5
LOV-008,Somebody waiting up,LOV,"Love, courtship, partnership, being known",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,,0,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Being chosen, and choosing, and the long unspectacular middle of it.",details/LOV-008.csv,5
LOV-009,Laughing in bed about nothing,LOV,"Love, courtship, partnership, being known",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,,0,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Being chosen, and choosing, and the long unspectacular middle of it.",details/LOV-009.csv,5
LOV-010,Being known completely and not left,LOV,"Love, courtship, partnership, being known",most,"Available to most people, given ordinary circumstances",adult,35-54,others,Needs at least one other person,,0,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Being chosen, and choosing, and the long unspectacular middle of it.",details/LOV-010.csv,5
LOV-011,A partner who is good to your mother,LOV,"Love, courtship, partnership, being known",most,"Available to most people, given ordinary circumstances",adult,35-54,others,Needs at least one other person,family,1,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Being chosen, and choosing, and the long unspectacular middle of it.",details/LOV-011.csv,5
LOV-012,Deciding something enormous together,LOV,"Love, courtship, partnership, being known",most,"Available to most people, given ordinary circumstances",adult,35-54,others,Needs at least one other person,family,1,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Being chosen, and choosing, and the long unspectacular middle of it.",details/LOV-012.csv,5
LOV-013,Growing old with the same person,LOV,"Love, courtship, partnership, being known",most,"Available to most people, given ordinary circumstances",later_life,65+,others,Needs at least one other person,health,1,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Being chosen, and choosing, and the long unspectacular middle of it.",details/LOV-013.csv,5
LOV-014,Finding someone after a long time alone,LOV,"Love, courtship, partnership, being known",most,"Available to most people, given ordinary circumstances",midlife,45-64,others,Needs at least one other person,,0,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Being chosen, and choosing, and the long unspectacular middle of it.",details/LOV-014.csv,5
LOV-015,Being desired at an age you did not expect it,LOV,"Love, courtship, partnership, being known",most,"Available to most people, given ordinary circumstances",midlife,45-64,others,Needs at least one other person,body,1,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Being chosen, and choosing, and the long unspectacular middle of it.",details/LOV-015.csv,5
LOV-016,A relationship that ended well,LOV,"Love, courtship, partnership, being known",most,"Available to most people, given ordinary circumstances",adult,35-54,others,Needs at least one other person,,0,*,primary,,2000,2026,4,3,0,0,0,0,5,estimate,low,"Being chosen, and choosing, and the long unspectacular middle of it.",details/LOV-016.csv,5
PAR-001,Finding out there is going to be a child,PAR,Parenthood and raising someone,most,"Available to most people, given ordinary circumstances",adult,35-54,health,"Needs a working body, or a health system",health;care;maternity,3,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Raising somebody, which is mostly logistics punctuated by the point of it.",details/PAR-001.csv,5
PAR-002,"The birth itself, going well",PAR,Parenthood and raising someone,most,"Available to most people, given ordinary circumstances",adult,35-54,health,"Needs a working body, or a health system",health;care;maternity;body,4,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Raising somebody, which is mostly logistics punctuated by the point of it.",details/PAR-002.csv,5
PAR-003,Registering the birth and being handed the certificate,PAR,Parenthood and raising someone,most,"Available to most people, given ordinary circumstances",adult,35-54,documents,"Needs paperwork, an ID, a certificate or a permit",documents;registry;discretion,3,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Raising somebody, which is mostly logistics punctuated by the point of it.",details/PAR-003.csv,5
PAR-004,The first time they sleep through,PAR,Parenthood and raising someone,most,"Available to most people, given ordinary circumstances",adult,35-54,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Raising somebody, which is mostly logistics punctuated by the point of it.",details/PAR-004.csv,5
PAR-005,Being recognised by them,PAR,Parenthood and raising someone,most,"Available to most people, given ordinary circumstances",adult,35-54,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Raising somebody, which is mostly logistics punctuated by the point of it.",details/PAR-005.csv,5
PAR-006,"First words, first steps, first sentence",PAR,Parenthood and raising someone,most,"Available to most people, given ordinary circumstances",adult,35-54,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Raising somebody, which is mostly logistics punctuated by the point of it.",details/PAR-006.csv,5
PAR-007,Watching them make a friend,PAR,Parenthood and raising someone,most,"Available to most people, given ordinary circumstances",adult,35-54,others,Needs at least one other person,,0,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Raising somebody, which is mostly logistics punctuated by the point of it.",details/PAR-007.csv,5
PAR-008,The school run as a routine that works,PAR,Parenthood and raising someone,most,"Available to most people, given ordinary circumstances",adult,35-54,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;school;transport,5,*,primary,,2000,2026,4,3,0,0,0,0,5,estimate,low,"Raising somebody, which is mostly logistics punctuated by the point of it.",details/PAR-008.csv,5
PAR-009,Them being kind without being told to,PAR,Parenthood and raising someone,most,"Available to most people, given ordinary circumstances",adult,35-54,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Raising somebody, which is mostly logistics punctuated by the point of it.",details/PAR-009.csv,5
PAR-010,Teaching them the thing your parent taught you,PAR,Parenthood and raising someone,most,"Available to most people, given ordinary circumstances",adult,35-54,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Raising somebody, which is mostly logistics punctuated by the point of it.",details/PAR-010.csv,5
PAR-011,Them beating you at something,PAR,Parenthood and raising someone,most,"Available to most people, given ordinary circumstances",midlife,45-64,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Raising somebody, which is mostly logistics punctuated by the point of it.",details/PAR-011.csv,5
PAR-012,Watching them leave and being fine,PAR,Parenthood and raising someone,most,"Available to most people, given ordinary circumstances",midlife,45-64,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Raising somebody, which is mostly logistics punctuated by the point of it.",details/PAR-012.csv,5
PAR-013,Being asked for your opinion by your adult child,PAR,Parenthood and raising someone,most,"Available to most people, given ordinary circumstances",later_life,65+,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Raising somebody, which is mostly logistics punctuated by the point of it.",details/PAR-013.csv,5
PAR-014,"Grandchildren, with none of the responsibility",PAR,Parenthood and raising someone,most,"Available to most people, given ordinary circumstances",later_life,65+,others,Needs at least one other person,family,1,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Raising somebody, which is mostly logistics punctuated by the point of it.",details/PAR-014.csv,5
PAR-015,"A child who is safe, which is the whole job",PAR,Parenthood and raising someone,most,"Available to most people, given ordinary circumstances",adult,35-54,none,Needs nothing but being alive and present,security,1,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"Raising somebody, which is mostly logistics punctuated by the point of it.",details/PAR-015.csv,5
BIR-001,Being fed by somebody who was tired,BIR,"Being born, being small, being carried",most,"Available to most people, given ordinary circumstances",infancy,0-3,others,Needs at least one other person,care;health,2,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"The beginning: being small, being held, being kept alive by somebody else.",details/BIR-001.csv,5
BIR-002,Being carried while asleep,BIR,"Being born, being small, being carried",most,"Available to most people, given ordinary circumstances",infancy,0-3,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"The beginning: being small, being held, being kept alive by somebody else.",details/BIR-002.csv,5
BIR-003,A name chosen carefully,BIR,"Being born, being small, being carried",most,"Available to most people, given ordinary circumstances",infancy,0-3,documents,"Needs paperwork, an ID, a certificate or a permit",documents;registry;discretion,3,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"The beginning: being small, being held, being kept alive by somebody else.",details/BIR-003.csv,5
BIR-004,Being the reason a room goes quiet,BIR,"Being born, being small, being carried",most,"Available to most people, given ordinary circumstances",infancy,0-3,others,Needs at least one other person,,0,*,primary,,2000,2026,5,3,0,0,0,0,5,estimate,low,"The beginning: being small, being held, being kept alive by somebody else.",details/BIR-004.csv,5
